stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
104254,Southbound Tranquille at Aspen,50.69134199616649,-120.35902499966701,104254,0,,Southbound Tranquille at Aspen
104255,Southbound Tranquille at MacKenzie,50.6896209965134,-120.358347000143,104255,0,,Southbound Tranquille at MacKenzie
104256,Southbound Tranquille at Knox,50.6871719959058,-120.356991000326,104256,0,,Southbound Tranquille at Knox
104257,Southbound Tranquille at Palm,50.685388996181096,-120.355597000219,104257,0,,Southbound Tranquille at Palm
104258,Eastbound Tranquille at Wilson,50.684527996303096,-120.353280999603,104258,0,,Eastbound Tranquille at Wilson
104259,Eastbound Tranquille at Venus,50.684820996304694,-120.351027999516,104259,0,,Eastbound Tranquille at Venus
104260,Eastbound 240 block Victoria St W,50.677590996086096,-120.34530399969401,104260,0,,Eastbound 240 block Victoria
104261,Eastbound Seymour at 1st Ave,50.6752339962736,-120.33848500006,104261,0,,Eastbound Seymour at 1st Ave
104262,Eastbound Seymour at 3rd Ave,50.674869996533005,-120.33544199957201,104262,0,,Eastbound Seymour at 3rd Ave
104263,Eastbound Seymour at 4th Ave,50.6748659958091,-120.331399999842,104263,0,,Eastbound Seymour at 4th Ave
104264,Northbound 6th Ave at Victoria,50.6756049963758,-120.32700599937502,104264,0,,Northbound 6th Ave at Victoria
104265,Lansdowne Exchange Bay H,50.6767669957554,-120.326611999614,104265,0,800004,Lansdowne Exchange Bay H
104266,Westbound Yew at Tranquille,50.691552996376295,-120.35956900042402,104266,0,,Westbound Yew at Tranquille
104267,Westbound MacKenzie at Park,50.6919929959117,-120.362807000415,104267,0,,Westbound MacKenzie at Park
104268,Westbound MacKenzie at Marcel,50.6931519960284,-120.36534400072401,104268,0,,Westbound MacKenzie at Marcel
104269,Northbound Willow at Stewart,50.694573995723005,-120.36413000047901,104269,0,,Northbound Willow at Stewart
104270,Westbound Cottonwood at Willow,50.6965999959564,-120.365396999395,104270,0,,Westbound Cottonwood at Willow
104271,Westbound Cottonwood at Kenora,50.696619996295595,-120.369008000246,104271,0,,Westbound Cottonwood at Kenora
104272,Westbound Kenora at 12th St,50.6981069961403,-120.371460000539,104272,0,,Westbound Kenora at 12th St
104273,Northbound 12th St at Surrey,50.7014319963918,-120.372604000083,104273,0,,Northbound 12th St at Surrey
104274,Northbound 12th St at Selkirk,50.703607996400095,-120.37252500020901,104274,0,,Northbound 12th St at Selkirk
104275,Northbound 12th St at Pembroke,50.705887996595294,-120.372501000368,104275,0,,Northbound 12th St at Pembroke
104276,Northbound 12th St at Halston,50.7083349962938,-120.372415999317,104276,0,,Northbound 12th St at Halston
104277,Westbound Halston at 13th St,50.7088729959549,-120.37520800068701,104277,0,,Westbound Halston at 13th St
104278,Westbound Parkcrest at Nicolani,50.709393996103096,-120.38057600063301,104278,0,,Westbound Parkcrest at Nicolani
104279,Westbound Parkcrest at Singh,50.7094749959962,-120.38454700039,104279,0,,Westbound Parkcrest at Singh
104280,Westbound Parkcrest at Holt,50.7095719962838,-120.387988000532,104280,0,,Westbound Parkcrest at Holt
104281,Westbound Fleetwood at Holt,50.707856995956696,-120.389170000593,104281,0,,Westbound Fleetwood at Holt
104282,Westbound Fleetwood at Desmond,50.70637399598301,-120.392667000144,104282,0,,Westbound Fleetwood at Desmond
104283,Westbound Fleetwood at Southill,50.705781995743294,-120.397326000463,104283,0,,Westbound Fleetwood at Southill
104284,Westbound Parkcrest at Bentley,50.7078379964252,-120.39920499980101,104284,0,,Westbound Parkcrest at Bentley
104285,Westbound Parkcrest at Ponlen,50.707874996203095,-120.40190300059301,104285,0,,Westbound Parkcrest at Ponlen
104286,Westbound Parkcrest at Windbreak,50.7078679959307,-120.40444100050802,104286,0,,Westbound Parkcrest at Windbreak
104287,Westbound Parkcrest at McLean,50.707900995956095,-120.410142999908,104287,0,,Westbound Parkcrest at McLean
104289,Westbound Parkcrest at Schreiner,50.707944996455005,-120.41551500013601,104289,0,,Westbound Parkcrest at Schreiner
104290,Southbound Schreiner at Fleetwood,50.7064339965171,-120.41599799961801,104290,0,,Southbound Schreiner at Fleetwood
104291,Northbound Crestline at Fleetwood,50.7062499959678,-120.420957999484,104291,0,,Northbound Crestline at Fleetwood
104292,Northbound Crestline at Parkcrest,50.7079049964057,-120.420624000618,104292,0,,Northbound Crestline at Parkcrest
104293,Northbound Crestline at Rosewood,50.7093159965468,-120.42064899934901,104293,0,,Northbound Crestline at Rosewood
104294,Eastbound Briarwood at Crestline,50.7100499962477,-120.418960999668,104294,0,,Eastbound Briarwood at Crestline
104295,Southbound Schreiner at Paulsen,50.709426995865904,-120.41593899948201,104295,0,,Southbound Schreiner at Paulsen
104296,Eastbound Parkcrest at Schreiner,50.7078239963272,-120.41502399972201,104296,0,,Eastbound Parkcrest at Schreiner
104297,Eastbound Parkcrest at McLean,50.7077879960829,-120.410356000594,104297,0,,Eastbound Parkcrest at McLean
104298,Eastbound Parkcrest at Windbreak,50.7077669962518,-120.404792000328,104298,0,,Eastbound Parkcrest at Windbreak
104299,Eastbound Parkcrest at Ponlen,50.707747996471,-120.40152500022401,104299,0,,Eastbound Parkcrest at Ponlen
104300,Southbound Southill at Parkcrest,50.707402996275896,-120.39763399957901,104300,0,,Southbound Southill at Parkcrest
104301,Eastbound Fleetwood at Southill,50.705656996421794,-120.39694099957,104301,0,,Eastbound Fleetwood at Southill
104302,Eastbound Fleetwood at Desmond,50.7062299961022,-120.392614000117,104302,0,,Eastbound Fleetwood at Desmond
104303,Eastbound Fleetwood at Holt,50.7077899957268,-120.388882999743,104303,0,,Eastbound Fleetwood at Holt
104304,Eastbound Parkcrest at Holt,50.7094509958675,-120.38800000016201,104304,0,,Eastbound Parkcrest at Holt
104305,Eastbound Parkcrest at Singh,50.7093339958762,-120.383140999615,104305,0,,Eastbound Parkcrest at Singh
104306,Eastbound Parkcrest at Ollek,50.7092469964251,-120.379468999808,104306,0,,Eastbound Parkcrest at Ollek
104307,Eastbound Halston at 13th St,50.7087229959122,-120.37395600029801,104307,0,,Eastbound Halston at 13th St
104308,Southbound 12th St at Pembroke,50.70651099600959,-120.37269999939001,104308,0,,Southbound 12th St at Pembroke
104309,Southbound 12th St at Selkirk,50.7036439964595,-120.372759999503,104309,0,,Southbound 12th St at Selkirk
104310,Southbound 12th St at Tranquille,50.700584996196596,-120.372773000033,104310,0,,Southbound 12th St at Tranquille
104311,Eastbound Kenora at 12th St,50.698001995815694,-120.371602999491,104311,0,,Eastbound Kenora at 12th St
104312,Eastbound Cottonwood at Kenora,50.6965179965816,-120.3687749999,104312,0,,Eastbound Cottonwood at Kenora
104313,Eastbound Cottonwood at Willow,50.6964499965148,-120.364999000319,104313,0,,Eastbound Cottonwood at Willow
104314,Southbound Willow at Stewart,50.694619995908695,-120.364341000496,104314,0,,Southbound Willow at Stewart
104315,Southbound Willow at MacKenzie,50.693740995877,-120.36526700017001,104315,0,,Southbound Willow at MacKenzie
104316,Eastbound MacKenzie at Thrupp,50.692157995810895,-120.363500000341,104316,0,,Eastbound MacKenzie at Thrupp
104317,Eastbound MacKenzie at Williams,50.690541996006395,-120.359902999674,104317,0,,Eastbound MacKenzie at Williams
104318,Lansdowne Exchange Bay G,50.6767669965836,-120.32633000056501,104318,0,800004,Lansdowne Exchange Bay G
104319,Northbound Fortune at Baker,50.6862209959497,-120.34707999961302,104319,0,,Northbound Fortune at Baker
104320,Northbound Fortune at Fort,50.688324996315394,-120.348062999661,104320,0,,Northbound Fortune at Fort
104321,Northbound Fortune at Spruce,50.6903069960027,-120.350693999312,104321,0,,Northbound Fortune at Spruce
104322,Northbound Fortune at Wood,50.69178899575859,-120.352794000389,104322,0,,Northbound Fortune at Wood
104323,Northbound Fortune at Aspen,50.6929699957742,-120.35440399975101,104323,0,,Northbound Fortune at Aspen
104324,Northbound Fortune at Chestnut,50.6950359963615,-120.355845999354,104324,0,,Northbound Fortune at Chestnut
104325,Northbound Fortune at Holly,50.696584996151294,-120.356664000237,104325,0,,Northbound Fortune at Holly
104326,North Shore Exchange Bay D,50.6979129963475,-120.359796000009,104326,0,800007,North Shore Exchange Bay D
104327,Northbound 8th St at Fortune,50.700143996012294,-120.36290199938001,104327,0,,Northbound 8th St at Fortune
104328,Northbound 8th St at Richmond,50.7025789962838,-120.36337300058501,104328,0,,Northbound 8th St at Richmond
104329,Northbound 8th St at Sherbrooke,50.7041009957239,-120.363614000061,104329,0,,Northbound 8th St at Sherbrooke
104330,Northbound 8th St at 7th St,50.7066839965867,-120.364066000026,104330,0,,Northbound 8th St at 7th St
104331,Northbound Westsyde at Collingwood,50.7138589960044,-120.36380599961201,104331,0,,Northbound Westsyde at Collingwood
104332,Northbound Westsyde at Westmount,50.715332996467694,-120.361834000393,104332,0,,Northbound Westsyde at Westmount
104333,Northbound Westsyde at Collingwood,50.7170919962782,-120.359644000516,104333,0,,Northbound Westsyde at Collingwood
104334,Northbound Westsyde at Walkem,50.719061995739004,-120.35948600018001,104334,0,,Northbound Westsyde at Walkem
104335,Northbound Westsyde at Yates,50.7213119964974,-120.359679000313,104335,0,,Northbound Westsyde at Yates
104336,Northbound Westsyde at Anderson,50.7245450090578,-120.35859611130101,104336,0,,Northbound Westsyde at Anderson
104337,Northbound Westsyde at McQueen,50.7292209958558,-120.359039000272,104337,0,,Northbound Westsyde at McQueen
104338,Northbound Westsyde at Woodhaven,50.7316299959143,-120.35865899993802,104338,0,,Northbound Westsyde at Woodhaven
104339,Northbound Westsyde at Rue Chez Nous,50.7367719959382,-120.35821600027701,104339,0,,Northbound Westsyde at Rue Chez Nous
104340,Northbound Westsyde at Parkview,50.7414499965634,-120.35720599988201,104340,0,,Northbound Westsyde at Parkview
104341,Northbound Westsyde at Oak Hills,50.7452529961622,-120.35733099952401,104341,0,,Northbound Westsyde at Oak Hills
104342,Northbound Westsyde at Franklin,50.7509029964872,-120.35489600056302,104342,0,,Northbound Westsyde at Franklin
104343,Northbound Westsyde at Morven,50.753563995830596,-120.35232999983499,104343,0,,Northbound Westsyde at Morven
104344,Northbound Westsyde at Soldier,50.756061996411496,-120.349985999313,104344,0,,Northbound Westsyde at Soldier
104345,Northbound Westsyde at Garnet,50.759249995803,-120.348736999459,104345,0,,Northbound Westsyde at Garnet
104346,Northbound Westsyde at Bissette,50.7616789964412,-120.34868000048101,104346,0,,Northbound Westsyde at Bissette
104347,Northbound Westsyde at Porterfield,50.7653609957909,-120.34642800027001,104347,0,,Northbound Westsyde at Porterfield
104348,Northbound Westsyde at Porterfield,50.765783996244096,-120.34614800044801,104348,0,,Northbound Westsyde at Porterfield
104349,Northbound Westsyde at Puhallo,50.7694759958119,-120.34370700024802,104349,0,,Northbound Westsyde at Puhallo
104350,Northbound Westsyde at Overlander,50.771727996001395,-120.34222299943501,104350,0,,Northbound Westsyde at Overlander
104351,Northbound Westsyde at Sun Valley,50.7740769958386,-120.34067800068802,104351,0,,Northbound Westsyde at Sun Valley
104352,Eastbound Harrington at Mountainview,50.7754419960804,-120.339187000595,104352,0,,Eastbound Harrington at Mountainview
104353,Eastbound Harrington at Overlander,50.7754409965849,-120.332802000152,104353,0,,Eastbound Harrington at Overlander
104354,Southbound Overlander at Reemon,50.7743989965785,-120.33199899957701,104354,0,,Southbound Overlander at Reemon
104355,Westbound Sicamore at Overlander,50.772721996154495,-120.33412200015,104355,0,,Westbound Sicamore at Overlander
104356,Southbound Bank at Overlander,50.771243996332196,-120.33985800066301,104356,0,,Southbound Bank at Overlander
104357,Southbound Westsyde at Dever,50.7709699960663,-120.343113999755,104357,0,,Southbound Westsyde at Dever
104358,Southbound Westsyde at Jensen,50.7692459957202,-120.344219999411,104358,0,,Southbound Westsyde at Jensen
104359,Southbound Westsyde at Lyne,50.76675899649359,-120.34588700034101,104359,0,,Southbound Westsyde at Lyne
104360,Southbound Westsyde at Serle,50.7632659957893,-120.348187000484,104360,0,,Southbound Westsyde at Serle
104361,Southbound Westsyde at Bissette,50.7610269962936,-120.34909500031101,104361,0,,Southbound Westsyde at Bissette
104362,Southbound Westsyde at Garnet,50.7593919958666,-120.34910000000801,104362,0,,Southbound Westsyde at Garnet
104363,Southbound Westsyde at Georgeann,50.7564369957149,-120.350005999491,104363,0,,Southbound Westsyde at Georgeann
104364,Southbound Westsyde at Morven,50.7534009958322,-120.352869000705,104364,0,,Southbound Westsyde at Morven
104365,Southbound Westsyde at Agassiz,50.7511059965698,-120.355117000003,104365,0,,Southbound Westsyde at Agassiz
104366,Southbound Westsyde at Oak Hills,50.744383996284796,-120.357376999552,104366,0,,Southbound Westsyde at Oak Hills
104367,Southbound Westsyde at Parkview,50.741156996032004,-120.35772899978701,104367,0,,Southbound Westsyde at Parkview
104368,Southbound Westsyde at Rue Chez Nous,50.7363709966219,-120.35850600053101,104368,0,,Southbound Westsyde at Rue Chez Nous
104369,Southbound Westsyde at Woodhaven,50.7311399960397,-120.35908799939101,104369,0,,Southbound Westsyde at Woodhaven
104370,Southbound Westsyde at McQueen,50.728663995871,-120.35917199984202,104370,0,,Southbound Westsyde at McQueen
104371,Southbound Westsyde at Anderson,50.72404699598379,-120.35907300047401,104371,0,,Southbound Westsyde at Anderson
104372,Southbound Westsyde at Yates,50.7209009957697,-120.360113000491,104372,0,,Southbound Westsyde at Yates
104373,Southbound Westsyde at Walkem,50.718412996607,-120.359675000298,104373,0,,Southbound Westsyde at Walkem
104374,Southbound Westsyde at Westmount,50.715003995957794,-120.362733000554,104374,0,,Southbound Westsyde at Westmount
104375,Southbound Westsyde at Collingwood,50.713530996357,-120.36455200043201,104375,0,,Southbound Westsyde at Collingwood
104376,Southbound 8th St at Sudbury,50.706956996038,-120.364529999325,104376,0,,Southbound 8th St at Sudbury
104377,Southbound 8th St at Lethbridge,50.705130996432494,-120.36416500062701,104377,0,,Southbound 8th St at Lethbridge
104378,Southbound 8th St at Selkirk,50.7036689957477,-120.363953999915,104378,0,,Southbound 8th St at Selkirk
104379,Southbound 8th St at Moncton,50.7021659958019,-120.36365299939601,104379,0,,Southbound 8th St at Moncton
104380,Southbound 8th St at Fortune,50.69992799634439,-120.363218999772,104380,0,,Southbound 8th St at Fortune
104381,North Shore Exchange Bay B,50.6977729960303,-120.35979500051,104381,0,800007,North Shore Exchange Bay B
104382,Southbound Fortune at Nelson,50.6964319960673,-120.35697900015901,104382,0,,Southbound Fortune at Nelson
104383,Southbound Fortune at Oak,50.6943329959405,-120.35603000041601,104383,0,,Southbound Fortune at Oak
104384,Southbound Fortune at Evans,50.692531996166096,-120.354257999957,104384,0,,Southbound Fortune at Evans
104385,Southbound Fortune at Wood,50.6912999961338,-120.35253700035801,104385,0,,Southbound Fortune at Wood
104386,Southbound Fortune at Spruce,50.69001599622629,-120.35074499931301,104386,0,,Southbound Fortune at Spruce
104387,Southbound Fortune at Leigh,50.6875119959474,-120.347822999784,104387,0,,Southbound Fortune at Leigh
104388,Southbound Fortune at Larch,50.6857759959216,-120.347430000051,104388,0,,Southbound Fortune at Larch
104390,Southbound 4th Ave at Seymour,50.6745989958623,-120.33211000019202,104390,0,,Southbound 4th Ave at Seymour
104391,Southbound 4th Ave at Battle,50.6729019964196,-120.33208999969501,104391,0,,Southbound 4th Ave at Battle
104392,Southbound 4th Ave at Nicola,50.6719189965946,-120.33213300026802,104392,0,,Southbound 4th Ave at Nicola
104393,Westbound Columbia at 3rd Ave,50.671508995938495,-120.333965000282,104393,0,,Westbound Columbia at 3rd Ave
104394,Eastbound 750 block Sahali,50.6715209960879,-120.344748999496,104394,0,,Eastbound 750 block Sahali
104395,Eastbound Sahali at Pemberton,50.670606995954,-120.343064999842,104395,0,,Eastbound Sahali at Pemberton
104396,Eastbound Bestwick at Anvil,50.6691059963706,-120.34118799977001,104396,0,,Eastbound Bestwick at Anvil
104397,Westbound McGill at Monashee,50.6674639957307,-120.340442000016,104397,0,,Westbound McGill at Monashee
104398,Northbound 250 block McGill,50.6673419963684,-120.344220999415,104398,0,,Northbound 250 block McGill
104399,Westbound McGill at Chapperon,50.669080996066704,-120.349663999623,104399,0,,Westbound McGill at Chapperon
104400,Westbound McGill at Frontage,50.66997299610969,-120.352756999653,104400,0,,Westbound McGill at Frontage
104401,Westbound McGill at Summit,50.6694799962908,-120.356392999511,104401,0,,Westbound McGill at Summit
104402,Westbound McGill at University,50.6681859963954,-120.361436999869,104402,0,,Westbound McGill at University
104403,Northbound Dalhousie at McGill,50.668074995952395,-120.36408999993701,104403,0,,Northbound Dalhousie at McGill
104404,Westbound Dalhousie,50.670280996130096,-120.365313999611,104404,0,,Westbound Dalhousie
104405,TRU Exchange Bay G,50.67083699584919,-120.3684639996,104405,0,800014,TRU Exchange Bay G
104406,Southbound Hillside at McGill,50.6688139964541,-120.37007099978,104406,0,,Southbound Hillside at McGill
104407,Southbound 1040 block Hillside,50.6652349957713,-120.372942999576,104407,0,,Southbound 1040 block Hillside
104408,Southbound Hillside at Notre Dame,50.6639509958755,-120.37184800070801,104408,0,,Southbound Hillside at Notre Dame
104409,Southbound Aberdeen Mall,50.655340996167794,-120.37241700010699,104409,0,,Southbound Aberdeen Mall
104410,Southbound Pacific at Hillside,50.6543769964184,-120.37830700012101,104410,0,,Southbound Pacific at Hillside
104411,Southbound Pacific at Hugh Allan,50.6514239962075,-120.380609000477,104411,0,,Southbound Pacific at Hugh Allan
104412,Southbound Pacific at Pearson,50.649559995765,-120.379335999464,104412,0,,Southbound Pacific at Pearson
104413,Eastbound Pacific at Howe,50.64675199623,-120.374584000308,104413,0,,Eastbound Pacific at Howe
104414,Eastbound Pacific at Ravenwood,50.64558399599029,-120.371719999682,104414,0,,Eastbound Pacific at Ravenwood
104415,Southbound Pacific at Greystone,50.6430729959601,-120.366882999587,104415,0,,Southbound Pacific at Greystone
104416,Southbound Pacific at Links,50.6399389957313,-120.36986400006101,104416,0,,Southbound Pacific at Links
104417,Southbound Pacific at Aberdeen,50.6375629960276,-120.37062599990301,104417,0,,Southbound Pacific at Aberdeen
104418,Eastbound 2510 block Pacific,50.6347989962744,-120.367847999719,104418,0,,Eastbound 2510 block Pacific
104419,Eastbound Abbeyglen at Bramble,50.634134996517005,-120.36335299939302,104419,0,,Eastbound Abbeyglen at Bramble
104420,Westbound Abbeyglen at Regent,50.636591995897895,-120.36123000007001,104420,0,,Westbound Abbeyglen at Regent
104421,Eastbound Aberdeen at Abbeyglen,50.637979995894796,-120.36494400006,104421,0,,Eastbound Aberdeen at Abbeyglen
104422,Northbound Van Horne at Aberdeen,50.6386259958326,-120.358775999946,104422,0,,Northbound Van Horne at Aberdeen
104423,Northbound Van Horne at Laurier,50.6401979965299,-120.35910299971201,104423,0,,Northbound Van Horne at Laurier
104424,Westbound Laurier at Galloway,50.6392569965155,-120.360669999603,104424,0,,Westbound Laurier at Galloway
104425,Northbound Garymede at Laurier,50.6396029964631,-120.36259799945302,104425,0,,Northbound Garymede at Laurier
104426,Northbound Garymede at Greystone,50.6423489960927,-120.36572799941301,104426,0,,Northbound Garymede at Greystone
104427,Northbound Pacific at Greystone,50.644002996511404,-120.367562000321,104427,0,,Northbound Pacific at Greystone
104428,Westbound Pacific at Ravenwood,50.6461309957514,-120.372696999667,104428,0,,Westbound Pacific at Ravenwood
104429,Northbound Pacific at Howe,50.647566996241395,-120.37632500054801,104429,0,,Northbound Pacific at Howe
104430,Westbound Pacific at Pearson,50.649873996254996,-120.379486999647,104430,0,,Westbound Pacific at Pearson
104431,Eastbound Hillside at Pacific,50.654460995741005,-120.37613499977401,104431,0,,Eastbound Hillside at Pacific
104432,Northbound Aberdeen Mall,50.655681996577,-120.37203200059,104432,0,,Northbound Aberdeen Mall
104433,Northbound Hillside at Cariboo,50.6611489959263,-120.36963400030301,104433,0,,Northbound Hillside at Cariboo
104434,Northbound Hillside at Notre Dame,50.6642159965811,-120.371718000588,104434,0,,Northbound Hillside at Notre Dame
104435,Northbound Hillside at McGill,50.6669669963924,-120.370051000195,104435,0,,Northbound Hillside at McGill
104436,Northbound Hillside at McGill,50.6688189959419,-120.36969400056,104436,0,,Northbound Hillside at McGill
104437,TRU Exchange Bay D,50.6712369959738,-120.36804300006801,104437,0,800014,TRU Exchange Bay D
104438,Eastbound Dalhousie,50.670087995762195,-120.36512600057802,104438,0,,Eastbound Dalhousie
104439,Eastbound McGill at Dalhousie,50.6676549964342,-120.363173999818,104439,0,,Eastbound McGill at Dalhousie
104440,Eastbound McGill at Summit,50.669158996361794,-120.35651499983801,104440,0,,Eastbound McGill at Summit
104441,Eastbound McGill at Frontage,50.6698269962111,-120.352751999342,104441,0,,Eastbound McGill at Frontage
104442,Eastbound McGill at Chapperon,50.6688139957501,-120.3494749994,104442,0,,Eastbound McGill at Chapperon
104443,Southbound 240 block McGill,50.667195996338,-120.34430599938,104443,0,,Southbound 240 block McGill
104444,Eastbound McGill at Monashee,50.667321996563004,-120.341609000008,104444,0,,Eastbound McGill at Monashee
104445,Eastbound McGill at Bestwick,50.66715599633601,-120.338944000392,104445,0,,Eastbound McGill at Bestwick
104446,Northbound Bestwick at Greenstone,50.668634995892596,-120.338590000248,104446,0,,Northbound Bestwick at Greenstone
104447,Westbound Bestwick at Sahali,50.669442996185396,-120.341618000021,104447,0,,Westbound Bestwick at Sahali
104448,Northbound Sahali at Pemberton,50.6709499965591,-120.343045999463,104448,0,,Northbound Sahali at Pemberton
104449,Northbound Sahali at Columbia St W,50.672173995819804,-120.344674000513,104449,0,,Northbound Sahali at Columbia
104450,Northbound 3rd Ave at Columbia,50.6718169963164,-120.334315999291,104450,0,,Northbound 3rd Ave at Columbia
104451,Northbound 3rd Ave at Battle,50.6735629957182,-120.334323000382,104451,0,,Northbound 3rd Ave at Battle
104452,Northbound 3rd Ave at Seymour,50.6746569957177,-120.33431899948499,104452,0,,Northbound 3rd Ave at Seymour
104453,TRU Exchange Bay H,50.6707429963479,-120.368642000489,104453,0,800014,TRU Exchange Bay H
104454,Westbound Hillside at Pacific,50.6554119957423,-120.379398999678,104454,0,,Westbound Hillside at Pacific
104455,Westbound Hillside at Mount Dufferin Ave,50.6562519958867,-120.383336999983,104455,0,,Westbound Hillside at Mount Dufferin Ave
104456,Westbound Hillside at Monterey,50.65794699601349,-120.387057000291,104456,0,,Westbound Hillside at Monterey
104457,Westbound Hillside at Mount Dufferin Dr,50.659009995929395,-120.389242999731,104457,0,,Westbound Hillside at Mount Dufferin Dr
104458,Westbound 1860 block Hillside,50.66090199573819,-120.39315800019101,104458,0,,Westbound 1860 block Hillside
104459,Westbound Hillside at Copperhead,50.6617469965566,-120.397319999931,104459,0,,Westbound Hillside at Copperhead
104460,Southbound Copperhead at Iron Mask,50.6590429960053,-120.400468999615,104460,0,,Southbound Copperhead at Iron Mask
104461,Southbound Copperhead at Kryczka,50.65634299625479,-120.400800000222,104461,0,,Southbound Copperhead at Kryczka
104462,Westbound Hugh Allan at Lodgepole,50.65372299612069,-120.40195400038401,104462,0,,Westbound Hugh Allan at Lodgepole
104466,Southbound Lodgepole at Englemann,50.652165995850694,-120.40350100070201,104466,0,,Southbound Lodgepole at Englemann
104467,Eastbound Lodgepole at Arnica,50.6506729963266,-120.39975899958901,104467,0,,Eastbound Lodgepole at Arnica
104468,Northbound Lodgepole at Snowberry,50.651366996204196,-120.397367000011,104468,0,,Northbound Lodgepole at Snowberry
